postcode,postcode_area,avg_download,max_download,county
IP311DE,IP,39.9,79.9,SUFFOLK
IP311DF,IP,22.8,76.6,SUFFOLK
IP311DG,IP,27.2,80,SUFFOLK
IP311DH,IP,17.4,31.3,SUFFOLK
IP311DL,IP,39.6,61.9,SUFFOLK
IP311DN,IP,29,74,SUFFOLK
IP311DP,IP,36.7,55,SUFFOLK
IP311DS,IP,46.8,79.6,SUFFOLK
IP311DT,IP,36.1,54.9,SUFFOLK
IP311DW,IP,21.4,38.3,SUFFOLK
IP311DX,IP,21.4,62.2,SUFFOLK
IP311DY,IP,16,44.2,SUFFOLK
IP311EF,IP,19.9,21.4,SUFFOLK
IP311EJ,IP,20,31.2,SUFFOLK
IP311EL,IP,52.7,79.9,SUFFOLK
IP311EN,IP,5.2,9,SUFFOLK
IP311EP,IP,52.3,80,SUFFOLK
IP311EQ,IP,49.3,80,SUFFOLK
IP311ER,IP,46.8,79.9,SUFFOLK
IP311ES,IP,43,79.9,SUFFOLK
IP311ET,IP,37.4,79.9,SUFFOLK
IP311EW,IP,58.7,79.9,SUFFOLK
IP311EX,IP,49.3,79.9,SUFFOLK
IP311EZ,IP,41.7,79.9,SUFFOLK
IP311FB,IP,10.9,18.2,SUFFOLK
IP311HA,IP,39.9,78.2,SUFFOLK
IP311HG,IP,44.5,80,SUFFOLK
IP311HQ,IP,30.8,76.5,SUFFOLK
IP311HS,IP,14.3,25.9,SUFFOLK
IP311HT,IP,20.2,52.6,SUFFOLK
IP311HY,IP,6.9,7.9,SUFFOLK
IP311HZ,IP,8.1,8.1,SUFFOLK
IP311JF,IP,9.2,25.9,SUFFOLK
IP311JJ,IP,21.4,79.9,SUFFOLK
IP311JL,IP,28,79.9,SUFFOLK
IP311JN,IP,41.1,80,SUFFOLK
IP311JR,IP,39.7,54.9,SUFFOLK
IP311JT,IP,45.3,68.3,SUFFOLK
IP311JU,IP,44.8,65.2,SUFFOLK
IP311JX,IP,39.6,54,SUFFOLK
IP311JY,IP,41.1,45.5,SUFFOLK
IP311LH,IP,38.7,68.3,SUFFOLK
IP311LJ,IP,41.5,73.3,SUFFOLK
IP311LN,IP,39.4,79.9,SUFFOLK
IP311LP,IP,33.5,50.2,SUFFOLK
IP311LS,IP,29.8,39.8,SUFFOLK
IP311LT,IP,28,40,SUFFOLK
IP311LU,IP,38.1,74.2,SUFFOLK
IP311LW,IP,30.6,40,SUFFOLK
IP311LX,IP,36.5,79.9,SUFFOLK
IP311LY,IP,35.1,73.2,SUFFOLK
IP311LZ,IP,35.9,67.6,SUFFOLK
IP311NA,IP,35,50.9,SUFFOLK
IP311NG,IP,43.9,78.3,SUFFOLK
IP311NJ,IP,42.1,79.9,SUFFOLK
IP311NL,IP,38.6,67,SUFFOLK
IP311NN,IP,38.3,73.3,SUFFOLK
IP311NP,IP,46.2,80,SUFFOLK
IP311NQ,IP,36.9,58.7,SUFFOLK
IP311NR,IP,42.9,65.1,SUFFOLK
IP311NS,IP,48.6,76.6,SUFFOLK
IP311NT,IP,49.8,69.3,SUFFOLK
IP311NW,IP,55.8,79.9,SUFFOLK
IP311NX,IP,14.4,43.9,SUFFOLK
IP311NY,IP,8.2,17,SUFFOLK
IP311PB,IP,3.8,8.1,SUFFOLK
IP311PL,IP,1.7,2.9,SUFFOLK
IP311PP,IP,1.2,1.3,SUFFOLK
IP311PU,IP,4.8,13.2,SUFFOLK
IP311QH,IP,15.4,23.7,SUFFOLK
IP311QN,IP,11.7,14.3,SUFFOLK
IP311QP,IP,16.4,19.5,SUFFOLK
IP311QX,IP,37,54.9,SUFFOLK
IP311QY,IP,42.9,79.9,SUFFOLK
IP311RB,IP,46.3,78.4,SUFFOLK
IP311RD,IP,48.9,80,SUFFOLK
IP311RE,IP,29.9,79.9,SUFFOLK
IP311RF,IP,35.5,40,SUFFOLK
IP311RG,IP,31.9,45.2,SUFFOLK
IP311RH,IP,48.4,76.3,SUFFOLK
IP311RL,IP,14.8,23.8,SUFFOLK
IP311RR,IP,23.9,35.7,SUFFOLK
IP311RS,IP,26.4,44.2,SUFFOLK
IP311RT,IP,29.2,73.7,SUFFOLK
IP311RU,IP,21.9,40,SUFFOLK
IP311RX,IP,15.8,30,SUFFOLK
IP311RY,IP,18.3,55,SUFFOLK
IP311SB,IP,38,73.9,SUFFOLK
IP311SL,IP,18,23.2,SUFFOLK
IP311SN,IP,22.3,43.3,SUFFOLK
IP311SP,IP,38.8,75.9,SUFFOLK
IP311SS,IP,45.6,79.9,SUFFOLK
IP311ST,IP,35.4,75.6,SUFFOLK
IP311SU,IP,40,74,SUFFOLK
IP311SW,IP,59.5,80,SUFFOLK
IP311TA,IP,16.1,53.7,SUFFOLK
IP311TB,IP,23.9,55,SUFFOLK
IP311TD,IP,12.1,40,SUFFOLK
IP311TE,IP,15,40,SUFFOLK
IP311TF,IP,15.9,40,SUFFOLK
IP312AA,IP,36.1,79.9,SUFFOLK
IP312AB,IP,26.9,55,SUFFOLK
IP312AD,IP,48.8,79.9,SUFFOLK
IP312AE,IP,34.8,80,SUFFOLK
IP312AF,IP,37.5,80,SUFFOLK
IP312AJ,IP,33.6,68.5,SUFFOLK
IP312AL,IP,32.7,79.7,SUFFOLK
IP312AP,IP,58.8,80,SUFFOLK
IP312AQ,IP,35.4,79.9,SUFFOLK
IP312AR,IP,36.1,80,SUFFOLK
IP312AS,IP,38.2,79.9,SUFFOLK
IP312AT,IP,29.6,80,SUFFOLK
IP312AU,IP,42.1,80,SUFFOLK
IP312AX,IP,36.2,79.9,SUFFOLK
IP312AY,IP,15,39.8,SUFFOLK
IP312AZ,IP,24.1,79.9,SUFFOLK
IP312BA,IP,27.6,47.8,SUFFOLK
IP312BB,IP,22.9,30.9,SUFFOLK
IP312BE,IP,27.8,62.7,SUFFOLK
IP312BH,IP,48.2,80,SUFFOLK
IP312BJ,IP,35.1,79.7,SUFFOLK
IP312BL,IP,28.4,52.6,SUFFOLK
IP312BN,IP,27.9,78.8,SUFFOLK
IP312BP,IP,37.3,80,SUFFOLK
IP312BQ,IP,41.6,79.9,SUFFOLK
IP312BS,IP,31.7,75.8,SUFFOLK
IP312BW,IP,39.8,80,SUFFOLK
IP312BX,IP,35.7,65,SUFFOLK
IP312BY,IP,32.5,69,SUFFOLK
IP312BZ,IP,24.4,61,SUFFOLK
IP312DA,IP,51.3,79.9,SUFFOLK
IP312DB,IP,66.4,80,SUFFOLK
IP312DD,IP,42,80,SUFFOLK
IP312DF,IP,44.9,79.9,SUFFOLK
IP312DG,IP,45,79.9,SUFFOLK
IP312DJ,IP,45.1,78.9,SUFFOLK
IP312DL,IP,20,33.4,SUFFOLK
IP312DP,IP,10.8,15,SUFFOLK
IP312DQ,IP,33.9,80,SUFFOLK
IP312DT,IP,43.7,79.9,SUFFOLK
IP312DU,IP,34.1,75.6,SUFFOLK
IP312DW,IP,11.2,22,SUFFOLK
IP312DX,IP,30,78.4,SUFFOLK
IP312DY,IP,34.2,68.8,SUFFOLK
IP312DZ,IP,16.1,18,SUFFOLK
IP312EA,IP,15.5,22.4,SUFFOLK
IP312EB,IP,44.7,79.9,SUFFOLK
IP312ED,IP,39.3,72.1,SUFFOLK
IP312EE,IP,34.7,78.3,SUFFOLK
IP312EF,IP,31.2,78.1,SUFFOLK
IP312EH,IP,49.7,79.9,SUFFOLK
IP312EJ,IP,48.3,79.9,SUFFOLK
IP312EN,IP,27.7,49.1,SUFFOLK
IP312EP,IP,38.5,70.9,SUFFOLK
IP312EQ,IP,35.3,57.9,SUFFOLK
IP312ER,IP,33.3,76.3,SUFFOLK
IP312ES,IP,20.7,52.6,SUFFOLK
IP312ET,IP,23.9,80,SUFFOLK
IP312EU,IP,55.9,80,SUFFOLK
IP312EZ,IP,35.2,75,SUFFOLK
IP312FA,IP,48.2,79.9,SUFFOLK
IP312FB,IP,16.1,24.2,SUFFOLK
IP312FD,IP,15.1,18.8,SUFFOLK
IP312FE,IP,18,52.6,SUFFOLK
IP312FX,IP,40.6,63.4,SUFFOLK
IP312GJ,IP,48,80,SUFFOLK
IP312GY,IP,39.3,75.3,SUFFOLK
IP312HA,IP,24.3,69.8,SUFFOLK
IP312HB,IP,33.7,73.2,SUFFOLK
IP312HD,IP,27.6,80,SUFFOLK
IP312HE,IP,39,80,SUFFOLK
IP312HF,IP,29.2,48,SUFFOLK
IP312HH,IP,47.5,80,SUFFOLK
IP312HJ,IP,38.2,79.9,SUFFOLK
IP312HN,IP,45,80,SUFFOLK
IP312HP,IP,32.5,40,SUFFOLK
IP312HT,IP,56.1,79.8,SUFFOLK
IP312HU,IP,40.6,79.9,SUFFOLK
IP312HW,IP,56.2,79.9,SUFFOLK
IP312HX,IP,53.2,79.9,SUFFOLK
IP312HY,IP,26.7,40,SUFFOLK
IP312HZ,IP,46.4,80,SUFFOLK
IP312JA,IP,49.3,79.7,SUFFOLK
IP312JB,IP,37.1,74.9,SUFFOLK
IP312JD,IP,54.4,79.9,SUFFOLK
IP312JE,IP,36.9,75.9,SUFFOLK
IP312JH,IP,32.1,43.8,SUFFOLK
IP312JJ,IP,18,23.2,SUFFOLK
IP312JL,IP,64.2,80,SUFFOLK
IP312JP,IP,15.4,59,SUFFOLK
IP312JQ,IP,45.9,70.7,SUFFOLK
IP312JS,IP,14.1,20.7,SUFFOLK
IP312JU,IP,34.2,79.9,SUFFOLK
IP312JW,IP,27.5,73.6,SUFFOLK
IP312JX,IP,20.4,43.1,SUFFOLK
IP312JY,IP,19.1,23,SUFFOLK
IP312JZ,IP,19,21.5,SUFFOLK
IP312LB,IP,20.8,56.8,SUFFOLK
IP312LE,IP,32.6,70.6,SUFFOLK
IP312LF,IP,30.5,69.4,SUFFOLK
IP312LH,IP,15.9,25.9,SUFFOLK
IP312LN,IP,33.1,52.5,SUFFOLK
IP312LP,IP,18.6,40,SUFFOLK
IP312LS,IP,10.1,38.3,SUFFOLK
IP312LT,IP,6,8.2,SUFFOLK
IP312LY,IP,8.8,26.6,SUFFOLK
IP312LZ,IP,9.7,42.7,SUFFOLK
IP312NA,IP,69.4,79.9,SUFFOLK
IP312NB,IP,13.5,26.1,SUFFOLK
IP312ND,IP,32.2,73.3,SUFFOLK
IP312NF,IP,7.9,12.2,SUFFOLK
IP312NG,IP,14.6,19.9,SUFFOLK
IP312NH,IP,34.8,64.9,SUFFOLK
IP312NJ,IP,32.5,60,SUFFOLK
IP312NP,IP,57.3,79.9,SUFFOLK
IP312NR,IP,42,73.9,SUFFOLK
IP312NS,IP,39.5,57.2,SUFFOLK
IP312NY,IP,32,80,SUFFOLK
IP312PB,IP,53.1,80,SUFFOLK
IP312PD,IP,46.5,80,SUFFOLK
IP312PE,IP,34,80,SUFFOLK
IP312PF,IP,46.5,46.5,SUFFOLK
IP312PH,IP,37.2,75.9,SUFFOLK
IP312PL,IP,50,79.9,SUFFOLK
IP312PN,IP,28.3,76.6,SUFFOLK
IP312PP,IP,25.1,51.9,SUFFOLK
IP312PW,IP,42.7,79.9,SUFFOLK
IP312PY,IP,5.3,6.3,SUFFOLK
IP312PZ,IP,12.9,21,SUFFOLK
IP312QE,IP,31,74,SUFFOLK
IP312QF,IP,24.7,37.9,SUFFOLK
IP312QG,IP,45.1,79.9,SUFFOLK
IP312QP,IP,73.4,79.9,SUFFOLK
IP312QQ,IP,48.7,74.4,SUFFOLK
IP312QR,IP,34.8,74,SUFFOLK
IP312QT,IP,4.3,6.7,SUFFOLK
IP312QX,IP,2.8,3.4,SUFFOLK
IP312QY,IP,9.7,25.1,SUFFOLK
IP312QZ,IP,18.1,33.5,SUFFOLK
IP312RD,IP,30.3,40,SUFFOLK
IP312RF,IP,47.4,80,SUFFOLK
IP312RJ,IP,56.8,79.9,SUFFOLK
IP312RL,IP,29.9,53.1,SUFFOLK
IP312RN,IP,33.6,54.6,SUFFOLK
IP312RP,IP,26.3,45.8,SUFFOLK
IP312RQ,IP,43,79.2,SUFFOLK
IP312RS,IP,48.6,79.9,SUFFOLK
IP312RU,IP,53.8,79.9,SUFFOLK
IP312RX,IP,41.1,79.9,SUFFOLK
IP312RY,IP,47.5,79.9,SUFFOLK
IP312RZ,IP,65.9,80,SUFFOLK
IP312SA,IP,25.4,40,SUFFOLK
IP312SB,IP,29.3,54.2,SUFFOLK
IP312SF,IP,40.6,52.9,SUFFOLK
IP312SG,IP,53.2,79.9,SUFFOLK
IP312SN,IP,22.6,36,SUFFOLK
IP312SU,IP,34.9,80,SUFFOLK
IP312SW,IP,47.4,79.9,SUFFOLK
IP312SX,IP,25.8,40,SUFFOLK
IP312SY,IP,25.5,50.9,SUFFOLK
IP312SZ,IP,20.7,40,SUFFOLK
IP312TD,IP,27.1,54.9,SUFFOLK
IP312TF,IP,45.7,74.9,SUFFOLK
IP312TG,IP,20.9,32.4,SUFFOLK
IP312TJ,IP,24.2,52.6,SUFFOLK
IP312TL,IP,35.7,79.9,SUFFOLK
IP312TN,IP,62.9,79.9,SUFFOLK
IP312TP,IP,61.8,79.9,SUFFOLK
IP312TQ,IP,23.1,55,SUFFOLK
IP312TR,IP,59.2,80,SUFFOLK
IP312TS,IP,43.4,80,SUFFOLK
IP312TT,IP,41,71.2,SUFFOLK
IP312TW,IP,52.6,79.9,SUFFOLK
IP312TX,IP,33.4,65.2,SUFFOLK
IP312TY,IP,41.9,64.3,SUFFOLK
IP312UA,IP,25.9,54.9,SUFFOLK
IP312UH,IP,15.3,40,SUFFOLK
IP312UJ,IP,36.8,57,SUFFOLK
IP312UL,IP,42.3,54.5,SUFFOLK
IP312UN,IP,38.1,58.9,SUFFOLK
IP312UQ,IP,35,53.8,SUFFOLK
IP312XA,IP,27.8,76,SUFFOLK
IP312XB,IP,29.7,79.9,SUFFOLK
IP312XD,IP,41.5,79.9,SUFFOLK
IP312XE,IP,33.7,65.4,SUFFOLK
IP312XG,IP,26.9,53.1,SUFFOLK
IP312XH,IP,25,40,SUFFOLK
IP312XJ,IP,44.1,62.3,SUFFOLK
IP312XL,IP,43,80,SUFFOLK
IP312XT,IP,35.5,79.9,SUFFOLK
IP313AA,IP,38,80,SUFFOLK
IP313AB,IP,35.1,77.9,SUFFOLK
IP313AD,IP,25.3,49.6,SUFFOLK
IP313AE,IP,25.5,55,SUFFOLK
IP313AF,IP,20.8,37.1,SUFFOLK
IP313AH,IP,37.5,73.9,SUFFOLK
IP313AP,IP,18.2,43.4,SUFFOLK
IP313AS,IP,11.5,16.2,SUFFOLK
IP313AY,IP,23.8,65,SUFFOLK
IP313AZ,IP,22.5,80,SUFFOLK
IP313BB,IP,15,23.1,SUFFOLK
IP313BD,IP,31,80,SUFFOLK
IP313BG,IP,21.9,37.6,SUFFOLK
IP313BJ,IP,10.9,22.3,SUFFOLK
IP313BP,IP,23.4,52.6,SUFFOLK
IP313BQ,IP,31,79.9,SUFFOLK
IP313BS,IP,37.8,55,SUFFOLK
IP313BT,IP,47.6,80,SUFFOLK
IP313BU,IP,23.8,55,SUFFOLK
IP313BW,IP,22.9,55,SUFFOLK
IP313BX,IP,5.9,9.6,SUFFOLK
IP313BZ,IP,30.4,80,SUFFOLK
IP313DA,IP,17,55,SUFFOLK
IP313DB,IP,19.1,33.1,SUFFOLK
IP313DE,IP,41.1,74.6,SUFFOLK
IP313DF,IP,23.6,52.6,SUFFOLK
IP313DG,IP,46.7,80,SUFFOLK
IP313DH,IP,54.5,80,SUFFOLK
IP313DJ,IP,29.3,53,SUFFOLK
IP313DL,IP,13.8,22.4,SUFFOLK
IP313DN,IP,39,66.4,SUFFOLK
IP313DP,IP,47.2,79.6,SUFFOLK
IP313DQ,IP,36.7,55.8,SUFFOLK
IP313DS,IP,21.2,40,SUFFOLK
IP313DT,IP,36.4,62.9,SUFFOLK
IP313DW,IP,45.6,79.9,SUFFOLK
IP313DX,IP,20.8,55,SUFFOLK
IP313DZ,IP,37.5,62.5,SUFFOLK
IP313EA,IP,29.1,38,SUFFOLK
IP313EB,IP,10,37.5,SUFFOLK
IP313ED,IP,15,50.9,SUFFOLK
IP313EE,IP,5.3,12.4,SUFFOLK
IP313EG,IP,3.4,10,SUFFOLK
IP313EH,IP,48.4,56.9,SUFFOLK
IP313EL,IP,9.3,20.1,SUFFOLK
IP313EN,IP,6.4,21.1,SUFFOLK
IP313EP,IP,12.7,54.9,SUFFOLK
IP313EQ,IP,50.2,80,SUFFOLK
IP313ET,IP,45.1,79.9,SUFFOLK
IP313EU,IP,55.1,79.9,SUFFOLK
IP313FE,IP,39,76.6,SUFFOLK
IP313FG,IP,28.6,79.9,SUFFOLK
IP313GA,IP,58,79.9,SUFFOLK
IP313GB,IP,33,40,SUFFOLK
IP313GZ,IP,47.9,57.5,SUFFOLK
IP313HA,IP,18.9,63.6,SUFFOLK
IP313HE,IP,3.5,12.8,SUFFOLK
IP313HH,IP,23.5,40,SUFFOLK
IP313HJ,IP,41.4,79.9,SUFFOLK
IP313HL,IP,54,63.2,SUFFOLK
IP313HN,IP,4.4,10.1,SUFFOLK
IP313HQ,IP,14.9,60.2,SUFFOLK
IP313HR,IP,1.4,2.5,SUFFOLK
IP313HS,IP,1.7,3.3,SUFFOLK
IP313HT,IP,1.5,3.2,SUFFOLK
IP313HX,IP,4,8.2,SUFFOLK
IP313HY,IP,3.7,7.4,SUFFOLK
IP313HZ,IP,2,3.1,SUFFOLK
IP313JA,IP,9.4,77.6,SUFFOLK
IP313JD,IP,2,3.1,SUFFOLK
IP313JE,IP,14.2,65,SUFFOLK
IP313JF,IP,4.7,15.7,SUFFOLK
IP313JG,IP,7.8,55,SUFFOLK
IP313JL,IP,54.3,79,SUFFOLK
IP313JN,IP,45.9,80,SUFFOLK
IP313JP,IP,37.5,79.6,SUFFOLK
IP313JS,IP,5.5,7.2,SUFFOLK
IP313JT,IP,4.4,5.5,SUFFOLK
IP313JW,IP,48.8,79.9,SUFFOLK
IP313JX,IP,36.5,80,SUFFOLK
IP313JY,IP,33.1,80,SUFFOLK
IP313JZ,IP,23,80,SUFFOLK
IP313LB,IP,48.2,56.5,SUFFOLK
IP313LE,IP,51.3,80,SUFFOLK
IP313LF,IP,39.4,64.8,SUFFOLK
IP313LG,IP,35.1,58.9,SUFFOLK
IP313LJ,IP,29.8,57.4,SUFFOLK
IP313LN,IP,62.2,79.9,SUFFOLK
IP313LP,IP,43.6,76.3,SUFFOLK
IP313LR,IP,35.4,73.9,SUFFOLK
IP313LS,IP,34.1,34.1,SUFFOLK
IP313LT,IP,31.2,50.5,SUFFOLK
IP313LU,IP,33.2,77.7,SUFFOLK
IP313LW,IP,49,68.7,SUFFOLK
IP313LY,IP,42.8,71.6,SUFFOLK
IP313LZ,IP,42.4,73.3,SUFFOLK
IP313NA,IP,38.6,66.4,SUFFOLK
IP313NB,IP,32.6,42.1,SUFFOLK
IP313NF,IP,28.5,68.1,SUFFOLK
IP313NH,IP,21.7,74.7,SUFFOLK
IP313NJ,IP,19,55,SUFFOLK
IP313NN,IP,6.1,18.8,SUFFOLK
IP313NQ,IP,12.9,17.6,SUFFOLK
IP313NR,IP,22.7,65.8,SUFFOLK
IP313NS,IP,55.5,79.9,SUFFOLK
IP313NU,IP,41.6,80,SUFFOLK
IP313NW,IP,15.6,30.8,SUFFOLK
IP313NX,IP,59.4,80,SUFFOLK
IP313NZ,IP,34.9,79.5,SUFFOLK
IP313PA,IP,41.1,80,SUFFOLK
IP313PB,IP,42.3,79.9,SUFFOLK
IP313PD,IP,38.4,79.9,SUFFOLK
IP313PE,IP,43.5,76.8,SUFFOLK
IP313PF,IP,42.4,73.9,SUFFOLK
IP313PG,IP,23.9,54.9,SUFFOLK
IP313PH,IP,51,70.5,SUFFOLK
IP313PJ,IP,40.8,79.6,SUFFOLK
IP313PN,IP,33.8,68.9,SUFFOLK
IP313PP,IP,40.1,79.5,SUFFOLK
IP313PQ,IP,8,17.9,SUFFOLK
IP313PR,IP,29.7,79.9,SUFFOLK
IP313PS,IP,15.6,58.7,SUFFOLK
IP313PT,IP,21.5,52.9,SUFFOLK
IP313PU,IP,21.2,54.9,SUFFOLK
IP313PW,IP,41.1,59.5,SUFFOLK
IP313PX,IP,21.8,47,SUFFOLK
IP313PY,IP,36.4,79.9,SUFFOLK
IP313PZ,IP,21.7,47.3,SUFFOLK
IP313QA,IP,21.5,37.2,SUFFOLK
IP313QE,IP,29.2,52.6,SUFFOLK
IP313QF,IP,40.8,79.1,SUFFOLK
IP313QG,IP,25,38.7,SUFFOLK
IP313QJ,IP,48.4,80,SUFFOLK
IP313QL,IP,35.8,74.3,SUFFOLK
IP313QT,IP,31.7,73.6,SUFFOLK
IP313QU,IP,37.1,74.5,SUFFOLK
IP313QW,IP,21.2,42.8,SUFFOLK
IP313QX,IP,12.1,21.6,SUFFOLK
IP313QY,IP,20.3,37.8,SUFFOLK
IP313RG,IP,36.9,76.3,SUFFOLK
IP313RL,IP,16,35.7,SUFFOLK
IP313RN,IP,28.7,47,SUFFOLK
IP313RP,IP,17.6,24,SUFFOLK
IP313RR,IP,13.4,21,SUFFOLK
IP313RS,IP,25.8,44,SUFFOLK
IP313RT,IP,39.6,49.9,SUFFOLK
IP313RU,IP,34.9,76.3,SUFFOLK
IP313RX,IP,25.6,55,SUFFOLK
IP313RY,IP,37.2,69.8,SUFFOLK
IP313RZ,IP,22.6,52.6,SUFFOLK
IP313SA,IP,24.5,55,SUFFOLK
IP313SB,IP,22.2,56.4,SUFFOLK
IP313SD,IP,28,42,SUFFOLK
IP313SE,IP,30.8,69,SUFFOLK
IP313SF,IP,6,25.6,SUFFOLK
IP313SH,IP,9,11.5,SUFFOLK
IP313SJ,IP,8.6,12.8,SUFFOLK
IP313SL,IP,8.5,11.7,SUFFOLK
IP313SR,IP,8.9,20.9,SUFFOLK
IP313SS,IP,44.9,61,SUFFOLK
IP313SU,IP,17.8,39.1,SUFFOLK
IP313SW,IP,13.9,40,SUFFOLK
IP313SX,IP,17.3,76.6,SUFFOLK
IP313SY,IP,19.4,39.9,SUFFOLK
IP313TD,IP,26.1,64,SUFFOLK
IP313TE,IP,35.5,76.1,SUFFOLK
IP313TF,IP,38.6,76.2,SUFFOLK
IP313TG,IP,27.7,68.1,SUFFOLK
IP313TH,IP,72.2,79.9,SUFFOLK
IP313TJ,IP,29.7,68.4,SUFFOLK
IP313TL,IP,18.3,78.4,SUFFOLK
IP313TN,IP,17.5,31.5,SUFFOLK
IP313TP,IP,37.3,61.8,SUFFOLK
IP313TQ,IP,32.2,52.4,SUFFOLK
IP313TR,IP,38.6,62.1,SUFFOLK
IP313TS,IP,19.6,38.7,SUFFOLK
IP326AD,IP,24.4,79.5,SUFFOLK
IP326AG,IP,45,80,SUFFOLK
IP326AH,IP,34.7,80,SUFFOLK
IP326AN,IP,44.7,79.9,SUFFOLK
IP326AP,IP,24.1,55.3,SUFFOLK
IP326AR,IP,34.2,78.5,SUFFOLK
IP326AS,IP,41.5,69.2,SUFFOLK
IP326AU,IP,37.1,79.4,SUFFOLK
IP326AW,IP,43.3,79.5,SUFFOLK
IP326AY,IP,46.9,79.9,SUFFOLK
IP326AZ,IP,41.7,76.6,SUFFOLK
IP326BA,IP,28.2,79.9,SUFFOLK
IP326BB,IP,27.3,79.9,SUFFOLK
IP326BD,IP,30.5,79.9,SUFFOLK
IP326BE,IP,39.1,64.8,SUFFOLK
IP326BF,IP,28,69.2,SUFFOLK
IP326BG,IP,24,30,SUFFOLK
IP326BH,IP,40.3,80,SUFFOLK
IP326BJ,IP,58.4,79.9,SUFFOLK
IP326BL,IP,64.8,80,SUFFOLK
IP326BP,IP,31.9,79.9,SUFFOLK
IP326BQ,IP,50.6,76.6,SUFFOLK
IP326BS,IP,39.8,80,SUFFOLK
IP326BT,IP,31.1,79.9,SUFFOLK
IP326BU,IP,52.1,80,SUFFOLK
IP326BX,IP,21.1,55,SUFFOLK
IP326BY,IP,49.8,80,SUFFOLK
IP326DB,IP,36.9,76.6,SUFFOLK
IP326DE,IP,29.2,65,SUFFOLK
IP326DF,IP,24.7,64.4,SUFFOLK
IP326DH,IP,24.9,76.4,SUFFOLK
IP326DJ,IP,44.7,79.9,SUFFOLK
IP326DL,IP,44.7,80,SUFFOLK
IP326DN,IP,46,80,SUFFOLK
IP326DP,IP,10.2,36.6,SUFFOLK
IP326DQ,IP,36.3,73.9,SUFFOLK
IP326DS,IP,33.3,71.8,SUFFOLK
IP326DU,IP,12.1,32.7,SUFFOLK
IP326DW,IP,35.4,79.9,SUFFOLK
IP326DX,IP,40.1,65.1,SUFFOLK
IP326DY,IP,27.5,67.3,SUFFOLK
IP326DZ,IP,60,79.6,SUFFOLK
IP326EA,IP,14.3,31.7,SUFFOLK
IP326EB,IP,15.3,55,SUFFOLK
IP326ED,IP,16.7,79.9,SUFFOLK
IP326EF,IP,47.9,80,SUFFOLK
IP326EH,IP,39.4,79.4,SUFFOLK
IP326EJ,IP,24.1,42.2,SUFFOLK
IP326EL,IP,38.4,79.9,SUFFOLK
IP326EN,IP,27,79.9,SUFFOLK
IP326EY,IP,13.3,79.9,SUFFOLK
IP326EZ,IP,11.9,76.5,SUFFOLK
IP326GA,IP,43.7,73.9,SUFFOLK
IP326HA,IP,42.2,79.9,SUFFOLK
IP326HB,IP,43.3,80,SUFFOLK
IP326HF,IP,31.5,49.6,SUFFOLK
IP326HH,IP,24,48.9,SUFFOLK
IP326HJ,IP,31.5,54.9,SUFFOLK
IP326HL,IP,47.5,79.2,SUFFOLK
IP326HN,IP,29.7,58.2,SUFFOLK
IP326HQ,IP,31.3,73.7,SUFFOLK
IP326HR,IP,44.9,79.9,SUFFOLK
IP326HS,IP,37.6,73.9,SUFFOLK
IP326HT,IP,58.1,79.9,SUFFOLK
IP326HU,IP,35.1,79.5,SUFFOLK
IP326HW,IP,35.4,79.6,SUFFOLK
IP326HX,IP,39.1,79.9,SUFFOLK
IP326HY,IP,22,40,SUFFOLK
IP326HZ,IP,30.4,79.6,SUFFOLK
IP326JA,IP,46.9,79.4,SUFFOLK
IP326JE,IP,28.3,40,SUFFOLK
IP326JF,IP,26.6,80,SUFFOLK
IP326JG,IP,11,39.8,SUFFOLK
IP326JJ,IP,33.2,66.5,SUFFOLK
IP326JL,IP,24.3,40,SUFFOLK
IP326JN,IP,40.1,74,SUFFOLK
IP326JP,IP,26.7,78.3,SUFFOLK
IP326JQ,IP,22.5,43.2,SUFFOLK
IP326JR,IP,26.5,76.6,SUFFOLK
IP326JS,IP,35.4,76,SUFFOLK
IP326JT,IP,24.7,53.9,SUFFOLK
IP326JU,IP,24.7,48.9,SUFFOLK
IP326JW,IP,31,61,SUFFOLK
IP326JX,IP,41.2,54.9,SUFFOLK
IP326JY,IP,29.5,80,SUFFOLK
IP326JZ,IP,42.8,67.1,SUFFOLK
IP326LA,IP,40.1,80,SUFFOLK
IP326LJ,IP,47.5,79.9,SUFFOLK
IP326LL,IP,29.3,62.2,SUFFOLK
IP326LN,IP,23.9,54.9,SUFFOLK
IP326LP,IP,38.5,79.4,SUFFOLK
IP326LR,IP,49.4,79.9,SUFFOLK
IP326LS,IP,40.3,79.9,SUFFOLK
IP326LT,IP,41.3,79.9,SUFFOLK
IP326LU,IP,42,80,SUFFOLK
IP326LW,IP,43.8,73.9,SUFFOLK
IP326LX,IP,39.8,79.4,SUFFOLK
IP326LY,IP,31.4,54.9,SUFFOLK
IP326LZ,IP,35.5,65.8,SUFFOLK
IP326NA,IP,58.1,78.3,SUFFOLK
IP326ND,IP,32.6,63.6,SUFFOLK
IP326NE,IP,39.9,40,SUFFOLK
IP326NF,IP,21.4,60.1,SUFFOLK
IP326NG,IP,27.9,54.8,SUFFOLK
IP326NL,IP,36.3,80,SUFFOLK
IP326NT,IP,37.5,78.8,SUFFOLK
IP326NU,IP,39.7,79.9,SUFFOLK
IP326PA,IP,52.9,80,SUFFOLK
