postcode,postcode_area,avg_download,max_download,county
NR172LN,NR,3.6,4.7,NORFOLK
NR172LP,NR,3.2,6.6,NORFOLK
NR172LT,NR,10.8,19.6,NORFOLK
NR172LU,NR,30.6,57.1,NORFOLK
NR172LW,NR,4.4,6.3,NORFOLK
NR172LX,NR,8.9,13,NORFOLK
NR172LY,NR,19.6,42.8,NORFOLK
NR172LZ,NR,32.2,57.1,NORFOLK
NR172NA,NR,35.1,80,NORFOLK
NR172NB,NR,28.8,74.6,NORFOLK
NR172ND,NR,26,54.9,NORFOLK
NR172NE,NR,23.2,46.4,NORFOLK
NR172NF,NR,24.7,62.2,NORFOLK
NR172NG,NR,18.3,40,NORFOLK
NR172NH,NR,28.7,76.2,NORFOLK
NR172NJ,NR,35.2,80,NORFOLK
NR172NL,NR,12.5,20,NORFOLK
NR172NN,NR,14.1,30,NORFOLK
NR172NP,NR,43,80,NORFOLK
NR172NQ,NR,31.3,80,NORFOLK
NR172NR,NR,14.1,32.5,NORFOLK
NR172NS,NR,16.8,52.3,NORFOLK
NR172NT,NR,6.4,14.2,NORFOLK
NR172NU,NR,17.8,55,NORFOLK
NR172NW,NR,12.2,37.3,NORFOLK
NR172NX,NR,13.2,24.8,NORFOLK
NR172NY,NR,21,43.9,NORFOLK
NR172NZ,NR,21.4,44,NORFOLK
NR172PA,NR,34.7,80,NORFOLK
NR172PE,NR,28.4,55,NORFOLK
NR172PG,NR,10.3,27.4,NORFOLK
NR172PH,NR,20.2,34.3,NORFOLK
NR172PJ,NR,42.1,80,NORFOLK
NR172PL,NR,25.6,72.4,NORFOLK
NR172PN,NR,18.4,32.7,NORFOLK
NR172PP,NR,43.9,80,NORFOLK
NR172PR,NR,58.2,80,NORFOLK
NR172PS,NR,30,63.4,NORFOLK
NR172PT,NR,16.3,37.7,NORFOLK
NR172PW,NR,28,67,NORFOLK
NR172PY,NR,45.6,80,NORFOLK
NR172PZ,NR,33.3,77.9,NORFOLK
NR172QA,NR,26.4,55,NORFOLK
NR172QB,NR,29.5,72.7,NORFOLK
NR172QE,NR,40.7,80,NORFOLK
NR172QH,NR,21.3,75.5,NORFOLK
NR172QJ,NR,32.7,66.3,NORFOLK
NR172QP,NR,33.5,72.8,NORFOLK
NR172QW,NR,43.8,80,NORFOLK
NR172QZ,NR,50.8,80,NORFOLK
NR172RA,NR,45.4,80,NORFOLK
NR172RB,NR,42.4,78.1,NORFOLK
NR172RD,NR,29.8,73.2,NORFOLK
NR172RE,NR,27.1,80,NORFOLK
NR172RF,NR,32.6,78.5,NORFOLK
NR172RG,NR,41.1,62.5,NORFOLK
NR172RJ,NR,28.8,42.8,NORFOLK
NR172RL,NR,29.7,77.1,NORFOLK
NR172RP,NR,35.9,75.2,NORFOLK
NR172RQ,NR,24.4,54.7,NORFOLK
NR172RR,NR,31.2,79.9,NORFOLK
NR172RW,NR,36.5,75.3,NORFOLK
NR172RX,NR,39.8,60.1,NORFOLK
NR172SA,NR,38.5,80,NORFOLK
NR172SB,NR,41.8,80,NORFOLK
NR172SD,NR,26.4,64.4,NORFOLK
NR172SE,NR,14.7,40,NORFOLK
NR172SF,NR,26.1,75.7,NORFOLK
NR172SG,NR,31,76.6,NORFOLK
NR172SH,NR,30.7,73.8,NORFOLK
NR172SJ,NR,34.7,75.7,NORFOLK
NR172SL,NR,31.5,73.9,NORFOLK
NR172SN,NR,42.9,73.3,NORFOLK
NR172SP,NR,25.8,55.2,NORFOLK
NR172SQ,NR,26.1,40,NORFOLK
NR180AB,NR,59.1,80,NORFOLK
NR180AD,NR,41.2,80,NORFOLK
NR180AG,NR,30,80,NORFOLK
NR180AJ,NR,37.7,80,NORFOLK
NR180AR,NR,34,79.9,NORFOLK
NR180AT,NR,37.6,76.4,NORFOLK
NR180AU,NR,40.1,80,NORFOLK
NR180AW,NR,28.4,79.9,NORFOLK
NR180AY,NR,21.1,24,NORFOLK
NR180AZ,NR,21.1,40,NORFOLK
NR180BB,NR,17.4,24.3,NORFOLK
NR180BD,NR,22.9,24.4,NORFOLK
NR180BE,NR,27.7,79,NORFOLK
NR180BG,NR,29,80,NORFOLK
NR180BH,NR,39.2,79.9,NORFOLK
NR180BJ,NR,33.1,80,NORFOLK
NR180BL,NR,38.4,77.6,NORFOLK
NR180BN,NR,23.6,47.6,NORFOLK
NR180BQ,NR,31,79.9,NORFOLK
NR180BS,NR,29.3,71.1,NORFOLK
NR180BT,NR,67.4,80,NORFOLK
NR180BX,NR,34.8,80,NORFOLK
NR180BY,NR,26.5,79.9,NORFOLK
NR180BZ,NR,37,80,NORFOLK
NR180DA,NR,53.4,80,NORFOLK
NR180DB,NR,35.3,80,NORFOLK
NR180DD,NR,33.4,74.3,NORFOLK
NR180DE,NR,22.6,60.2,NORFOLK
NR180DF,NR,38.8,80,NORFOLK
NR180DG,NR,17.5,43.8,NORFOLK
NR180DJ,NR,33.4,62.8,NORFOLK
NR180DL,NR,40.2,79.6,NORFOLK
NR180DN,NR,33.3,79.9,NORFOLK
NR180DP,NR,32,80,NORFOLK
NR180DQ,NR,53.7,80,NORFOLK
NR180DR,NR,19.5,65.7,NORFOLK
NR180DS,NR,32.3,80,NORFOLK
NR180DT,NR,24,57.9,NORFOLK
NR180DU,NR,31.9,69.1,NORFOLK
NR180DW,NR,34,78.6,NORFOLK
NR180DX,NR,34.5,79.7,NORFOLK
NR180DY,NR,30,67,NORFOLK
NR180DZ,NR,17,47,NORFOLK
NR180EA,NR,22.9,79.9,NORFOLK
NR180EB,NR,36.4,68,NORFOLK
NR180ED,NR,21.8,46,NORFOLK
NR180EE,NR,18,55,NORFOLK
NR180EF,NR,32.4,79,NORFOLK
NR180EG,NR,26.1,46.7,NORFOLK
NR180EJ,NR,15.7,64.4,NORFOLK
NR180EL,NR,16.2,50.2,NORFOLK
NR180EN,NR,32.4,80,NORFOLK
NR180EQ,NR,20.2,39.9,NORFOLK
NR180ER,NR,45,80,NORFOLK
NR180ES,NR,33.4,62.6,NORFOLK
NR180ET,NR,28.8,46.3,NORFOLK
NR180EU,NR,25.9,56.3,NORFOLK
NR180EX,NR,22.5,55,NORFOLK
NR180EY,NR,25.6,79.7,NORFOLK
NR180EZ,NR,18.6,40,NORFOLK
NR180FA,NR,48.4,63.1,NORFOLK
NR180FD,NR,47.6,79.7,NORFOLK
NR180FE,NR,47,68.1,NORFOLK
NR180FF,NR,51.9,76.1,NORFOLK
NR180FG,NR,48.6,80,NORFOLK
NR180FH,NR,47.9,75.2,NORFOLK
NR180FJ,NR,38.6,71,NORFOLK
NR180FL,NR,33.4,73.9,NORFOLK
NR180FN,NR,43.4,80,NORFOLK
NR180FP,NR,45.1,70.2,NORFOLK
NR180FQ,NR,37.3,67.8,NORFOLK
NR180FR,NR,35.2,56.3,NORFOLK
NR180FS,NR,55.6,80,NORFOLK
NR180FT,NR,36.2,76.6,NORFOLK
NR180FU,NR,3.7,5.1,NORFOLK
NR180FW,NR,34.1,55,NORFOLK
NR180FX,NR,54.9,79.9,NORFOLK
NR180FY,NR,43.2,71,NORFOLK
NR180FZ,NR,23,63.3,NORFOLK
NR180GA,NR,63.5,80,NORFOLK
NR180GB,NR,3.7,4.8,NORFOLK
NR180GD,NR,20.4,52.8,NORFOLK
NR180GH,NR,4,5.6,NORFOLK
NR180GJ,NR,4.4,5.2,NORFOLK
NR180GL,NR,12.4,79.9,NORFOLK
NR180GN,NR,3.2,4.6,NORFOLK
NR180GU,NR,32,58.2,NORFOLK
NR180HA,NR,24.4,73.5,NORFOLK
NR180HB,NR,20.4,39.4,NORFOLK
NR180HD,NR,21,40,NORFOLK
NR180HE,NR,16.7,27.2,NORFOLK
NR180HF,NR,21.9,60.3,NORFOLK
NR180HG,NR,21.7,39.8,NORFOLK
NR180HH,NR,14.2,43.1,NORFOLK
NR180HJ,NR,27.8,55.1,NORFOLK
NR180HL,NR,17.4,40,NORFOLK
NR180HN,NR,40.1,68.9,NORFOLK
NR180HP,NR,25.7,67.4,NORFOLK
NR180HQ,NR,15.9,32.6,NORFOLK
NR180HR,NR,35.5,72.7,NORFOLK
NR180HS,NR,34.4,80,NORFOLK
NR180HT,NR,25.9,80,NORFOLK
NR180HU,NR,30.3,67.4,NORFOLK
NR180HW,NR,28.4,74.9,NORFOLK
NR180HX,NR,15.5,40.7,NORFOLK
NR180HY,NR,16,40,NORFOLK
NR180HZ,NR,13.4,29.9,NORFOLK
NR180JA,NR,39,80,NORFOLK
NR180JB,NR,33.1,80,NORFOLK
NR180JD,NR,9.8,13.3,NORFOLK
NR180JE,NR,32.9,80,NORFOLK
NR180JF,NR,34.2,80,NORFOLK
NR180JJ,NR,32.4,79.9,NORFOLK
NR180JL,NR,15.1,28.3,NORFOLK
NR180JN,NR,7.9,17,NORFOLK
NR180JP,NR,18.9,65.2,NORFOLK
NR180JR,NR,30,55,NORFOLK
NR180JS,NR,25.5,55,NORFOLK
NR180JW,NR,21.4,76,NORFOLK
NR180JX,NR,33.7,76.6,NORFOLK
NR180JZ,NR,38,78.2,NORFOLK
NR180LA,NR,35.2,67.1,NORFOLK
NR180LB,NR,24.7,73.9,NORFOLK
NR180LD,NR,19,40,NORFOLK
NR180LE,NR,24.6,35.4,NORFOLK
NR180LF,NR,18.3,36.7,NORFOLK
NR180LG,NR,22.7,80,NORFOLK
NR180LH,NR,35.1,78.4,NORFOLK
NR180LJ,NR,15,25,NORFOLK
NR180LL,NR,17.4,36.3,NORFOLK
NR180LN,NR,20,36,NORFOLK
NR180LP,NR,21,45.7,NORFOLK
NR180LQ,NR,26.5,79.9,NORFOLK
NR180LS,NR,16.2,16.3,NORFOLK
NR180LT,NR,34,80,NORFOLK
NR180LU,NR,23.8,80,NORFOLK
NR180LW,NR,23.3,49,NORFOLK
NR180LX,NR,43.6,79.9,NORFOLK
NR180LY,NR,19.4,57,NORFOLK
NR180LZ,NR,30.8,80,NORFOLK
NR180NA,NR,26.2,80,NORFOLK
NR180NB,NR,13.2,20,NORFOLK
NR180ND,NR,30.4,65.7,NORFOLK
NR180NE,NR,26.8,69.7,NORFOLK
NR180NF,NR,25,59.4,NORFOLK
NR180NG,NR,41.6,41.6,NORFOLK
NR180NH,NR,40.6,55,NORFOLK
NR180NJ,NR,27.6,74.9,NORFOLK
NR180NL,NR,21.6,45.8,NORFOLK
NR180NN,NR,57.3,80,NORFOLK
NR180NP,NR,18.7,40,NORFOLK
NR180NR,NR,24.9,70,NORFOLK
NR180NS,NR,31.3,80,NORFOLK
NR180NT,NR,37.1,80,NORFOLK
NR180NU,NR,39.3,80,NORFOLK
NR180NW,NR,33.6,80,NORFOLK
NR180NX,NR,28,79.9,NORFOLK
NR180NY,NR,25,79.9,NORFOLK
NR180NZ,NR,18.9,52.4,NORFOLK
NR180PA,NR,28.4,80,NORFOLK
NR180PB,NR,33.7,80,NORFOLK
NR180PD,NR,30.2,80,NORFOLK
NR180PE,NR,27.9,80,NORFOLK
NR180PG,NR,23.2,65.5,NORFOLK
NR180PH,NR,38.7,80,NORFOLK
NR180PL,NR,41.6,80,NORFOLK
NR180PN,NR,44.3,80,NORFOLK
NR180PQ,NR,28,54.4,NORFOLK
NR180PR,NR,33.3,53.8,NORFOLK
NR180PS,NR,31.3,72.3,NORFOLK
NR180PT,NR,47.8,70.6,NORFOLK
NR180PU,NR,33.3,40.3,NORFOLK
NR180PW,NR,36.4,80,NORFOLK
NR180PX,NR,10.6,10.6,NORFOLK
NR180PY,NR,39.5,80,NORFOLK
NR180PZ,NR,20.1,30,NORFOLK
NR180QA,NR,26,42.3,NORFOLK
NR180QB,NR,38.6,80,NORFOLK
NR180QD,NR,29.2,76.6,NORFOLK
NR180QF,NR,45.2,80,NORFOLK
NR180QG,NR,33.9,75.5,NORFOLK
NR180QH,NR,23,39.1,NORFOLK
NR180QN,NR,27.3,55.5,NORFOLK
NR180QP,NR,28.2,77.9,NORFOLK
NR180QR,NR,39.3,80,NORFOLK
NR180QS,NR,37.9,75.3,NORFOLK
NR180QT,NR,28.2,79.5,NORFOLK
NR180QU,NR,16.2,17.1,NORFOLK
NR180QW,NR,44,80,NORFOLK
NR180QX,NR,35.6,70.2,NORFOLK
NR180QY,NR,39.8,72.3,NORFOLK
NR180QZ,NR,28.9,56.6,NORFOLK
NR180RB,NR,38.4,67.2,NORFOLK
NR180RG,NR,27.7,45,NORFOLK
NR180RN,NR,37.2,80,NORFOLK
NR180RP,NR,38.8,67.6,NORFOLK
NR180RR,NR,3.6,5.5,NORFOLK
NR180RS,NR,3.1,3.6,NORFOLK
NR180RT,NR,1.6,2.7,NORFOLK
NR180RU,NR,16.3,54.9,NORFOLK
NR180RX,NR,5.9,14.6,NORFOLK
NR180RY,NR,4.8,12.1,NORFOLK
NR180RZ,NR,2.5,3.5,NORFOLK
NR180SB,NR,2.7,3.1,NORFOLK
NR180SE,NR,2.2,4.8,NORFOLK
NR180SF,NR,25.7,80,NORFOLK
NR180SG,NR,26.8,47.4,NORFOLK
NR180SH,NR,29.6,80,NORFOLK
NR180SJ,NR,33.9,80,NORFOLK
NR180SL,NR,35.7,64,NORFOLK
NR180SN,NR,13.1,33.9,NORFOLK
NR180SP,NR,17.9,40,NORFOLK
NR180SR,NR,32,80,NORFOLK
NR180ST,NR,42.6,80,NORFOLK
NR180SW,NR,17,57,NORFOLK
NR180SY,NR,50.7,80,NORFOLK
NR180SZ,NR,39.8,80,NORFOLK
NR180TA,NR,22.5,42,NORFOLK
NR180TB,NR,38.8,78.1,NORFOLK
NR180TD,NR,9.4,9.8,NORFOLK
NR180TE,NR,31.5,61.1,NORFOLK
NR180TF,NR,25.9,76.6,NORFOLK
NR180TG,NR,19.2,41.8,NORFOLK
NR180TH,NR,25.8,51.2,NORFOLK
NR180TJ,NR,32.1,79.9,NORFOLK
NR180TL,NR,9.6,22.9,NORFOLK
NR180TN,NR,10.4,21.1,NORFOLK
NR180TP,NR,22.3,40,NORFOLK
NR180TQ,NR,10.5,16.1,NORFOLK
NR180TR,NR,16.8,35,NORFOLK
NR180TS,NR,19,39.9,NORFOLK
NR180TT,NR,33,79.9,NORFOLK
NR180TU,NR,33.1,79.9,NORFOLK
NR180TW,NR,20.5,47.6,NORFOLK
NR180TX,NR,41.1,80,NORFOLK
NR180TY,NR,38,80,NORFOLK
NR180TZ,NR,22.3,55,NORFOLK
NR180UA,NR,32.9,74.6,NORFOLK
NR180UB,NR,37.9,80,NORFOLK
NR180UD,NR,28.6,55,NORFOLK
NR180UE,NR,35.4,79.6,NORFOLK
NR180UG,NR,14.7,22.8,NORFOLK
NR180UH,NR,31.2,51.6,NORFOLK
NR180UJ,NR,33.8,68.6,NORFOLK
NR180UL,NR,34,80,NORFOLK
NR180UN,NR,35.7,80,NORFOLK
NR180UP,NR,38.2,80,NORFOLK
NR180UQ,NR,39.1,76.6,NORFOLK
NR180UR,NR,45.8,75.3,NORFOLK
NR180US,NR,50.7,79.9,NORFOLK
NR180UW,NR,25.5,74,NORFOLK
NR180UY,NR,38.8,79.9,NORFOLK
NR180UZ,NR,45.3,80,NORFOLK
NR180WD,NR,33,67.7,NORFOLK
NR180WE,NR,39.7,68.4,NORFOLK
NR180WG,NR,15.6,40,NORFOLK
NR180WH,NR,24.7,55.2,NORFOLK
NR180WJ,NR,39.8,58.1,NORFOLK
NR180WQ,NR,25.7,60.2,NORFOLK
NR180WR,NR,25.5,40,NORFOLK
NR180WT,NR,26.6,68.9,NORFOLK
NR180WU,NR,32,70,NORFOLK
NR180WY,NR,34.8,80,NORFOLK
NR180WZ,NR,39.7,80,NORFOLK
NR180XA,NR,39.4,65.6,NORFOLK
NR180XB,NR,26.2,73.9,NORFOLK
NR180XD,NR,30.1,48.7,NORFOLK
NR180XE,NR,26.8,52.6,NORFOLK
NR180XF,NR,42.3,80,NORFOLK
NR180XG,NR,35.8,72,NORFOLK
NR180XH,NR,24.4,79.3,NORFOLK
NR180XJ,NR,39.3,80,NORFOLK
NR180XL,NR,44.3,79.9,NORFOLK
NR180XN,NR,34.2,79.9,NORFOLK
NR180XP,NR,32.8,79.1,NORFOLK
NR180XQ,NR,39.4,80,NORFOLK
NR180XR,NR,36.4,80,NORFOLK
NR180XS,NR,38.4,80,NORFOLK
NR180XT,NR,38.6,80,NORFOLK
NR180XU,NR,25.1,56.1,NORFOLK
NR180XW,NR,37,80,NORFOLK
NR180XY,NR,33.8,72,NORFOLK
NR180YB,NR,31,73.9,NORFOLK
NR180YD,NR,33.2,69.5,NORFOLK
NR180YE,NR,28.4,63.2,NORFOLK
NR180YL,NR,8.5,9.4,NORFOLK
NR180YS,NR,14.6,24,NORFOLK
NR180YT,NR,9.2,11.2,NORFOLK
NR180YU,NR,9.5,23.5,NORFOLK
NR189AA,NR,2.7,4.3,NORFOLK
NR189AB,NR,14.7,56.5,NORFOLK
NR189AD,NR,39,80,NORFOLK
NR189AE,NR,9.7,40,NORFOLK
NR189AH,NR,9.1,47.6,NORFOLK
NR189AJ,NR,32.8,74,NORFOLK
NR189AN,NR,40.7,80,NORFOLK
NR189AP,NR,32,40.3,NORFOLK
NR189AQ,NR,41.7,80,NORFOLK
NR189AR,NR,43.8,71.7,NORFOLK
NR189AS,NR,20.1,40,NORFOLK
NR189AT,NR,45,78.9,NORFOLK
NR189AU,NR,43,80,NORFOLK
NR189AX,NR,37.8,71.8,NORFOLK
NR189AY,NR,29.7,69.3,NORFOLK
NR189AZ,NR,50.1,73.6,NORFOLK
NR189BA,NR,33.9,79.4,NORFOLK
NR189BB,NR,40.6,78.9,NORFOLK
NR189BD,NR,32.8,62.9,NORFOLK
NR189BE,NR,31,78.3,NORFOLK
NR189BG,NR,24,63.7,NORFOLK
NR189BH,NR,28.4,80,NORFOLK
NR189BP,NR,31.2,60.4,NORFOLK
NR189BQ,NR,39.1,40,NORFOLK
NR189BT,NR,5,7.8,NORFOLK
NR189BU,NR,3.6,4.7,NORFOLK
NR189BX,NR,2.3,4.1,NORFOLK
NR189BY,NR,33.2,79.7,NORFOLK
NR189DD,NR,2.3,3.6,NORFOLK
NR189DF,NR,2.4,7.9,NORFOLK
NR189DG,NR,7.8,14.7,NORFOLK
NR189DH,NR,18.3,36.3,NORFOLK
NR189DJ,NR,15.4,21.5,NORFOLK
NR189DL,NR,20.3,34.5,NORFOLK
NR189DQ,NR,4.1,10.3,NORFOLK
NR189DR,NR,37.9,72.9,NORFOLK
NR189DT,NR,19.6,40.5,NORFOLK
NR189DU,NR,11.4,19.5,NORFOLK
NR189DZ,NR,7.1,15,NORFOLK
NR189EA,NR,5.6,8.7,NORFOLK
NR189ED,NR,4,5.3,NORFOLK
NR189EE,NR,27.6,40,NORFOLK
NR189ES,NR,32.4,79.9,NORFOLK
NR189ET,NR,8.5,18.8,NORFOLK
NR189EU,NR,12.8,19.1,NORFOLK
NR189EY,NR,2.1,2.8,NORFOLK
NR189FH,NR,19.7,19.7,NORFOLK
NR189FQ,NR,32.6,32.6,NORFOLK
NR189HB,NR,1.3,2.2,NORFOLK
NR189HL,NR,8.3,15.8,NORFOLK
NR189HN,NR,3.8,20.4,NORFOLK
NR189HS,NR,3.1,3.3,NORFOLK
NR189HT,NR,19.1,43.9,NORFOLK
NR189HW,NR,3,4.7,NORFOLK
NR189JD,NR,34.9,80,NORFOLK
NR189JE,NR,25.2,80,NORFOLK
NR189JG,NR,19.4,48.9,NORFOLK
NR189JH,NR,5.7,6.7,NORFOLK
NR189JJ,NR,4.5,40,NORFOLK
NR189JL,NR,3,4.5,NORFOLK
NR189JP,NR,2,6.9,NORFOLK
NR189JR,NR,3.1,20.2,NORFOLK
NR189JS,NR,9,55,NORFOLK
NR189JU,NR,1.8,15.6,NORFOLK
NR189JY,NR,3.1,3.4,NORFOLK
NR189LG,NR,1.4,2.3,NORFOLK
NR189LH,NR,1.3,1.8,NORFOLK
NR189LN,NR,1.3,2.7,NORFOLK
NR189LQ,NR,1.2,2.7,NORFOLK
NR189LW,NR,33.6,72.3,NORFOLK
NR189LX,NR,43.8,79.5,NORFOLK
NR189LY,NR,32.9,78.8,NORFOLK
NR189NA,NR,13.9,31.9,NORFOLK
NR189NB,NR,40.4,78.4,NORFOLK
NR189ND,NR,30.6,80,NORFOLK
NR189NE,NR,34,61.7,NORFOLK
NR189NG,NR,30.8,70.2,NORFOLK
NR189NJ,NR,15.5,29.8,NORFOLK
NR189NL,NR,13.4,32.4,NORFOLK
NR189NP,NR,11.8,18.7,NORFOLK
NR189NS,NR,4.6,11.3,NORFOLK
NR189NU,NR,7.8,13.7,NORFOLK
NR189NZ,NR,54.9,80,NORFOLK
NR189PA,NR,2.5,3.4,NORFOLK
NR189PD,NR,32.6,50.3,NORFOLK
NR189PJ,NR,14,69.6,NORFOLK
NR189PL,NR,8.6,33.2,NORFOLK
NR189PP,NR,1.9,2.6,NORFOLK
NR189PR,NR,29.3,53.4,NORFOLK
NR189PW,NR,2.3,4.5,NORFOLK
NR189PX,NR,17.9,29.3,NORFOLK
NR189PZ,NR,53.8,80,NORFOLK
NR189QA,NR,47.6,80,NORFOLK
NR189QD,NR,28.5,54.4,NORFOLK
NR189QE,NR,27.7,38.6,NORFOLK
NR189QG,NR,21.3,39.9,NORFOLK
NR189QH,NR,26.9,80,NORFOLK
NR189QJ,NR,44.8,80,NORFOLK
NR189QL,NR,19.5,40.6,NORFOLK
NR189QP,NR,1.2,2,NORFOLK
NR189QQ,NR,11.2,27.1,NORFOLK
NR189QR,NR,16.4,40,NORFOLK
NR189QT,NR,33.7,72.9,NORFOLK
NR189QU,NR,32.7,44,NORFOLK
NR189RB,NR,10.3,14.4,NORFOLK
NR189RE,NR,6.5,6.8,NORFOLK
NR189RR,NR,4.5,5.4,NORFOLK
NR189RS,NR,9.4,49.5,NORFOLK
NR189RU,NR,3.4,8.1,NORFOLK
NR189RY,NR,4.3,8,NORFOLK
NR189SB,NR,50.9,80,NORFOLK
NR189SH,NR,7.3,8.9,NORFOLK
NR189SJ,NR,20.2,79.1,NORFOLK
NR189SN,NR,1.8,2.6,NORFOLK
NR189SS,NR,2.4,3.6,NORFOLK
NR189SU,NR,5.2,13.6,NORFOLK
NR189SX,NR,1.5,2,NORFOLK
NR189TB,NR,4.4,24.1,NORFOLK
NR189TF,NR,2.6,25.1,NORFOLK
NR189TG,NR,3.3,3.4,NORFOLK
NR189TN,NR,2.7,3.9,NORFOLK
NR189TU,NR,3,4.6,NORFOLK
NR189TZ,NR,3.6,4.2,NORFOLK
NR189UB,NR,29,69,NORFOLK
NR191AA,NR,9.9,26,NORFOLK
NR191AB,NR,6.5,20.9,NORFOLK
NR191AD,NR,42.6,80,NORFOLK
NR191AE,NR,32.4,80,NORFOLK
NR191AF,NR,47,79.9,NORFOLK
NR191AG,NR,31.5,72.1,NORFOLK
NR191AH,NR,20,63,NORFOLK
NR191AJ,NR,50,75.5,NORFOLK
NR191AL,NR,30.6,39.8,NORFOLK
NR191AN,NR,32.8,80,NORFOLK
NR191AQ,NR,24.2,40,NORFOLK
NR191AS,NR,23.7,40,NORFOLK
NR191AT,NR,21.5,34.4,NORFOLK
NR191AU,NR,28.9,79.9,NORFOLK
NR191AW,NR,31.7,76.5,NORFOLK
NR191AX,NR,18.6,21.8,NORFOLK
NR191AY,NR,20.5,39.8,NORFOLK
NR191AZ,NR,28.5,55,NORFOLK
NR191BA,NR,20,23.2,NORFOLK
NR191BB,NR,19.2,59.3,NORFOLK
NR191BD,NR,24.9,53.2,NORFOLK
NR191BE,NR,21.8,23.4,NORFOLK
NR191BF,NR,31.6,66.9,NORFOLK
NR191BG,NR,27.3,45.7,NORFOLK
NR191BH,NR,15.6,31.9,NORFOLK
NR191BJ,NR,18.3,27,NORFOLK
NR191BL,NR,17.4,22.2,NORFOLK
NR191BN,NR,14.3,16.6,NORFOLK
NR191BP,NR,19.1,55,NORFOLK
NR191BQ,NR,24.4,80,NORFOLK
NR191BS,NR,21.5,36.5,NORFOLK
NR191BT,NR,21.3,34.2,NORFOLK
NR191BW,NR,24.3,80,NORFOLK
NR191BX,NR,35.6,80,NORFOLK
NR191BY,NR,30.8,54.7,NORFOLK
NR191BZ,NR,31.7,55,NORFOLK
NR191DF,NR,17.8,55,NORFOLK
NR191DJ,NR,32,79.9,NORFOLK
NR191DN,NR,40.1,80,NORFOLK
NR191DQ,NR,23.8,40,NORFOLK
NR191DR,NR,28.3,80,NORFOLK
NR191DS,NR,41.8,80,NORFOLK
NR191DZ,NR,17.9,24,NORFOLK
NR191EA,NR,35.5,80,NORFOLK
NR191EB,NR,34.6,67.6,NORFOLK
NR191ED,NR,30.1,57.1,NORFOLK
NR191EF,NR,18.9,20.9,NORFOLK
NR191EG,NR,7.4,18,NORFOLK
NR191EH,NR,27,80,NORFOLK
NR191EJ,NR,41.6,66.9,NORFOLK
NR191EL,NR,30.7,79.7,NORFOLK
NR191EN,NR,30.1,54.8,NORFOLK
NR191EP,NR,26.2,40,NORFOLK
NR191EQ,NR,38.6,80,NORFOLK
NR191ER,NR,12.2,23.5,NORFOLK
NR191ES,NR,22.5,40,NORFOLK
NR191ET,NR,22,54.9,NORFOLK
NR191EU,NR,40.7,80,NORFOLK
NR191EW,NR,23.2,37.8,NORFOLK
NR191EX,NR,25.5,55.8,NORFOLK
NR191EY,NR,19,55.7,NORFOLK
NR191EZ,NR,23.5,55,NORFOLK
NR191FB,NR,14.4,23.5,NORFOLK
NR191FE,NR,22.7,30.2,NORFOLK
NR191FF,NR,21.6,40,NORFOLK
NR191FG,NR,35.3,80,NORFOLK
NR191FH,NR,21.3,67.8,NORFOLK
NR191FJ,NR,33.2,50.5,NORFOLK
NR191FN,NR,28.6,40,NORFOLK
NR191FR,NR,56,69.7,NORFOLK
NR191GA,NR,35.9,79.9,NORFOLK
NR191GB,NR,27.1,76.6,NORFOLK
NR191GD,NR,24.4,29,NORFOLK
NR191GE,NR,27.9,79.9,NORFOLK
NR191GF,NR,30.8,39.9,NORFOLK
NR191GG,NR,80,80,NORFOLK
NR191GH,NR,35.9,71.5,NORFOLK
NR191GU,NR,30.1,80,NORFOLK
NR191GW,NR,23.8,48.9,NORFOLK
NR191GX,NR,33.9,75,NORFOLK
NR191GY,NR,32.9,53.9,NORFOLK
NR191HA,NR,29.9,76.9,NORFOLK
NR191HB,NR,42.2,80,NORFOLK
NR191HD,NR,30.2,80,NORFOLK
NR191HG,NR,59.5,80,NORFOLK
NR191HH,NR,35.5,79.9,NORFOLK
NR191HJ,NR,28.3,80,NORFOLK
NR191HL,NR,36.1,72,NORFOLK
NR191HN,NR,40,72.5,NORFOLK
NR191HP,NR,25.3,80,NORFOLK
NR191HQ,NR,4.5,4.5,NORFOLK
NR191HR,NR,30.4,72,NORFOLK
NR191HS,NR,20.6,36.7,NORFOLK
NR191HT,NR,11.1,23,NORFOLK
NR191HU,NR,9.2,33.9,NORFOLK
NR191HW,NR,23.2,78.4,NORFOLK
NR191HX,NR,20.9,39.1,NORFOLK
NR191HZ,NR,18.7,35,NORFOLK
NR191JB,NR,28.2,67.1,NORFOLK
NR191JD,NR,23.4,48.6,NORFOLK
NR191JG,NR,45.9,80,NORFOLK
NR191JH,NR,26.5,61.4,NORFOLK
NR191JJ,NR,43,79.9,NORFOLK
NR191JL,NR,29.9,63.3,NORFOLK
NR191JP,NR,22.4,40,NORFOLK
NR191JQ,NR,8,10.5,NORFOLK
NR191JR,NR,47.7,80,NORFOLK
NR191JS,NR,30.3,80,NORFOLK
NR191JT,NR,20.4,63.6,NORFOLK
NR191JU,NR,23,40,NORFOLK
NR191JW,NR,29.3,78.9,NORFOLK
NR191JX,NR,22.2,40,NORFOLK
NR191JY,NR,9.8,29.5,NORFOLK
NR191JZ,NR,17.4,30,NORFOLK
NR191LA,NR,19.7,35.2,NORFOLK
NR191LB,NR,23.3,34.6,NORFOLK
